Page ID,Page name,Disclaimer,Amount spent (MYR),Number of ads in Library,is_included,party,coalition,is_personal_page,other_page
586213275193710,UPKO Libaran,These ads ran without a disclaimer,≤100,1,,,,,
107517738710011,專業老中醫,These ads ran without a disclaimer,≤100,1,,,,,
107037678885540,Nurul Ashikin,These ads ran without a disclaimer,≤100,1,,,,,
398027267465842,Benz Ekj,These ads ran without a disclaimer,≤100,3,,,,,
103066549273692,𝐏𝐄𝐑𝐊𝐇𝐈𝐃𝐌𝐀𝐓𝐀𝐍 𝐖𝐀𝐍𝐆 𝐀𝐉𝐀𝐈𝐁,These ads ran without a disclaimer,≤100,1,,,,,
108632682038902,,These ads ran without a disclaimer,≤100,1,,,,,
102904881749866,Alice Property Agent,These ads ran without a disclaimer,≤100,1,,,,,
207603166709665,Harapan Malaysia Baharu,These ads ran without a disclaimer,≤100,1,,,,,
107421908766723,Whale hash,These ads ran without a disclaimer,≤100,1,,,,,
342016623064821,Malaysia Independent Living Association For Disabled - MILAD 大马残障自立协会,These ads ran without a disclaimer,≤100,1,,,,,
392655077928697,Qamar Zalanah Page,These ads ran without a disclaimer,≤100,1,,,,,
141667192520382,Ivan Tai 戴靖航,These ads ran without a disclaimer,≤100,2,,,,,
107942835454136,P033 Besut Ustaz Abdul Aziz Haji Abas,These ads ran without a disclaimer,≤100,2,,,,,
576334579179104,Yit Foh Coffee 丹南益和咖啡,These ads ran without a disclaimer,≤100,1,,,,,
828142697256377,Allied Coordinating Council of Islamic NGOs - ACCIN,These ads ran without a disclaimer,≤100,1,,,,,
119324734165,YourLifeCom,These ads ran without a disclaimer,≤100,1,,,,,
2209033882473330,Sahabat Anwar Ibrahim,Siti Nur Izzati Binti Mohamad Nazary,≤100,31,,,,,
102847385151219,马来西亚女婿和成都母老虎,These ads ran without a disclaimer,≤100,1,,,,,
101384738891960,BaoTasty Permas Jaya 包你爱 百万镇区,These ads ran without a disclaimer,≤100,2,,,,,
110136511480665,我是新的林保强,Radial Marketing Agency,≤100,2,,,,,
171872689830275,El Faruefi Hq,These ads ran without a disclaimer,≤100,2,,,,,
102254635197321,超跑联盟 Super Car League,These ads ran without a disclaimer,≤100,1,,,,,
1098185133541880,Ricebowl铁饭网-解决您的求职难题,These ads ran without a disclaimer,≤100,1,,,,,
119548561413030,Mr. Paint Shop,These ads ran without a disclaimer,≤100,1,,,,,
106594092261315,Khaizulnizam Mohamad Zuldin - Angah,These ads ran without a disclaimer,≤100,1,,,,,
622292127886490,Sarawak My Hometown 我来自砂拉越,These ads ran without a disclaimer,≤100,1,,,,,
268421883592980,Marisewa,These ads ran without a disclaimer,≤100,1,,,,,
133011330047790,黃婉曼icy wong yuen man,These ads ran without a disclaimer,≤100,1,,,,,
345383962211058,Infineon Technologies AG,These ads ran without a disclaimer,≤100,3,,,,,
104014344768624,Xifu: Investing Together,These ads ran without a disclaimer,≤100,1,,,,,
1423737014545990,I'm Malaysian 我是马来西亚人,These ads ran without a disclaimer,≤100,1,,,,,
105889955669901,Perikatan Nasional - P161 Pulai Loh Kah Yong,These ads ran without a disclaimer,≤100,1,,,,,
316004665155000,SAP,These ads ran without a disclaimer,≤100,1,,,,,
158146174315602,Lion Alan Thoo,These ads ran without a disclaimer,≤100,1,,,,,
1524465961114640,马来西亚年度汉字 Malaysia Annual Selection of Chinese Characters,These ads ran without a disclaimer,≤100,1,,,,,
261776983671,Perdana Leadership Foundation,These ads ran without a disclaimer,≤100,1,,,,,
157791694829873,Manndzri,These ads ran without a disclaimer,≤100,1,,,,,
165375866806647,Melaka Kini,Melaka Plus,≤100,2,,,,,
419592724870820,Botak Nasi Lemak,These ads ran without a disclaimer,≤100,3,,,,,
213938935311531,Bersih,BERSIH 2.0 OFFICIAL,≤100,1,,,,,
103930705730392,K - 生发顾问,These ads ran without a disclaimer,≤100,1,,,,,
1953608861410800,Perabot MINGO & CO,These ads ran without a disclaimer,≤100,1,,,,,
105132434950511,Freesiabox barangdapurumah,These ads ran without a disclaimer,≤100,1,,,,,
100385309561966,Santai Kuala Selangor,These ads ran without a disclaimer,≤100,1,,,,,
102411095317104,Yuzu Media,These ads ran without a disclaimer,≤100,1,,,,,
38016124221,Sim Tze Tzin 沈志勤,These ads ran without a disclaimer,≤100,1,,,,,
1038582476241560,Ustaz Mohamad Fakhrudin Abdul Aziz,Mahanum Binti Osman,≤100,3,,,,,
102504499335336,Ricky & Taka,These ads ran without a disclaimer,≤100,1,,,,,
148747191113,MASTIKA,Utusan Binders,≤100,1,,,,,
110093925122817,COP27,These ads ran without a disclaimer,≤100,6,,,,,
1106434359389990,Anytime Fitness 8 Kinrara,These ads ran without a disclaimer,≤100,1,,,,,
273327239440036,Bohji,These ads ran without a disclaimer,≤100,1,,,,,
103369474412901,Gesuto,These ads ran without a disclaimer,≤100,1,,,,,
108622511977624,Dzncux.com-zdaw1,These ads ran without a disclaimer,≤100,5,,,,,
1029939203742050,JCX Tech Enterprise,These ads ran without a disclaimer,≤100,1,,,,,
413620172768098,Pejuang ALOR SETAR,These ads ran without a disclaimer,≤100,1,,,,,
103191215887092,Sultanggmedia,These ads ran without a disclaimer,≤100,1,,,,,
110136511480665,我是新的林保强,PDP CENTRAL REGION SARAWAK,≤100,2,,,,,
108885294096259,Selangor Task Force Covid 19,These ads ran without a disclaimer,≤100,2,,,,,
356078648494148,中華慧燈研修會,These ads ran without a disclaimer,≤100,1,,,,,
104857078926018,ClozetKita,These ads ran without a disclaimer,≤100,1,,,,,
409139135945677,BN COMMS Puchong,Media BN Puchong,≤100,2,,,,,
110903643687705,The Asian Woman,These ads ran without a disclaimer,≤100,3,,,,,
101526566105452,BN4 Segambut,These ads ran without a disclaimer,≤100,1,,,,,
503443566392334,Zurich,These ads ran without a disclaimer,≤100,1,,,,,
107129638764966,填充霜 Filler Cream,These ads ran without a disclaimer,≤100,1,,,,,
9181619833,CES,These ads ran without a disclaimer,≤100,2,,,,,
742420792571349,Vase.ai,These ads ran without a disclaimer,≤100,1,,,,,
104173202230156,eTower,These ads ran without a disclaimer,≤100,1,,,,,
2130294393928980,宏泰堂中医 Hong Thai Health Care Centre,These ads ran without a disclaimer,≤100,1,,,,,
108321608468301,anurag.m16,These ads ran without a disclaimer,≤100,2,,,,,
315603771494,Milaap,These ads ran without a disclaimer,≤100,15,,,,,
106621692255741,P081 - Harapan Parlimen Jerantut,These ads ran without a disclaimer,≤100,2,,,,,
102207356046852,京城の茶 Jing Cheng Tea Cafe 2.0,These ads ran without a disclaimer,≤100,1,,,,,
363890876967604,IBU Family Resource Group,These ads ran without a disclaimer,≤100,2,,,,,
255804437808407,Vale,These ads ran without a disclaimer,≤100,2,,,,,
824066540945132,Viapilot Gaming PC,These ads ran without a disclaimer,≤100,1,,,,,
108176124816474,Asiaa Dental Clinic,These ads ran without a disclaimer,≤100,1,,,,,
122706857750802,平民命理风水老师,These ads ran without a disclaimer,≤100,1,,,,,
653304151485828,Bloomberg Asia,These ads ran without a disclaimer,≤100,3,,,,,
105554648936539,Dato' Dr. Janathan Kandok,These ads ran without a disclaimer,≤100,1,,,,,
107961445168754,Jamu Bundaa,These ads ran without a disclaimer,≤100,1,,,,,
316078929154054,Kesatuan Mahasiswa UUM,These ads ran without a disclaimer,≤100,2,,,,,
109565790801145,Global Consciousness Support,These ads ran without a disclaimer,≤100,1,,,,,
156514087702491,Lancôme,These ads ran without a disclaimer,≤100,1,,,,,
106404337616752,Formica ASEAN,These ads ran without a disclaimer,≤100,4,,,,,
100137738121835,Taliponiesta Seremban,These ads ran without a disclaimer,≤100,1,,,,,
492037327582816,Alden Management,These ads ran without a disclaimer,≤100,1,,,,,
1476468672577870,Maulizan Bujang,These ads ran without a disclaimer,≤100,3,,,,,
100670642679686,Red Bar 小红吧,These ads ran without a disclaimer,≤100,1,,,,,
109538668638711,Fakta Bukan Auta,These ads ran without a disclaimer,≤100,1,,,,,
793669414089309,Perjuangan Pekerja Malaysia,These ads ran without a disclaimer,≤100,1,,,,,
103421531471520,Zarraz homestay Cameron highland,These ads ran without a disclaimer,≤100,1,,,,,
111727864897630,D'Kayyla Palace Cameron Highlands,These ads ran without a disclaimer,≤100,1,,,,,
172523236104176,Panasonic,These ads ran without a disclaimer,≤100,4,,,,,
106276685613763,HAFIZ GU KITO,These ads ran without a disclaimer,≤100,1,,,,,
104968657867467,Cookie Doh By Cookie People,These ads ran without a disclaimer,≤100,1,,,,,
107251708478128,Tivolli Connie - 傢俬妹,These ads ran without a disclaimer,≤100,1,,,,,
105293618971080,Belcron,These ads ran without a disclaimer,≤100,1,,,,,
252617302195417,With Love From Italy,These ads ran without a disclaimer,≤100,1,,,,,
1499567783608030,Abdul Rahman Bin Mohamad,These ads ran without a disclaimer,≤100,1,,,,,
106224018941130,Aman Car Rental By Green Matrix,These ads ran without a disclaimer,≤100,1,,,,,
55430755048,AnisBakery.net,These ads ran without a disclaimer,≤100,2,,,,,
109389584883867,Secret & Beauty,These ads ran without a disclaimer,≤100,1,,,,,
433262130525766,Pemuda Amanah Parit Buntar,These ads ran without a disclaimer,≤100,1,,,,,
105655558663814,Hasmuni Hassan,These ads ran without a disclaimer,≤100,1,,,,,
481318695969211,Wild For Change,These ads ran without a disclaimer,≤100,1,,,,,
500106740034860,Beloved Baby,These ads ran without a disclaimer,≤100,1,,,,,
565225540184937,CGTN,These ads ran without a disclaimer,≤100,9,,,,,
624681677657230,Morris Hairdressing,These ads ran without a disclaimer,≤100,1,,,,,
266486943771657,講波體育台,These ads ran without a disclaimer,≤100,1,,,,,
106951918657498,DG Wander,These ads ran without a disclaimer,≤100,1,,,,,
107227947573776,Dewan Pemuda Pas Kuala Kedah Official,These ads ran without a disclaimer,≤100,1,,,,,
100919606017898,firstinclass_club,These ads ran without a disclaimer,≤100,1,,,,,
107403848866542,FIFO One Sport,These ads ran without a disclaimer,≤100,1,,,,,
116060374438772,Iidealism-ME,These ads ran without a disclaimer,≤100,1,,,,,
105448452269780,Lifestylecog,These ads ran without a disclaimer,≤100,5,,,,,
113396828217799,hariharanrocky,These ads ran without a disclaimer,≤100,1,,,,,
158435150866099,Teo Nie Ching (张念群),These ads ran without a disclaimer,≤100,1,,,,,
109466073861092,People for Peat,These ads ran without a disclaimer,≤100,2,,,,,
106125296095006,East-West Seed,These ads ran without a disclaimer,≤100,3,,,,,
109101454091335,Nur Naira Sofea,These ads ran without a disclaimer,≤100,1,,,,,
104105445805486,明輝稅稅平安,These ads ran without a disclaimer,≤100,1,,,,,
204740833658478,Exness careers,These ads ran without a disclaimer,≤100,6,,,,,
1374482179517430,Ameerah Hulu Langat,These ads ran without a disclaimer,≤100,1,,,,,
285530825204,Klitschko,These ads ran without a disclaimer,≤100,18,,,,,
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,3,,,,,
379259398752052,Pinkgreenhouse,These ads ran without a disclaimer,≤100,1,,,,,
706061016415258,Arabian Organics,These ads ran without a disclaimer,≤100,2,,,,,
102706129197113,Noor Najhan Mohamad Salleh,These ads ran without a disclaimer,≤100,1,,,,,
658960187520112,Datin Paduka Che Asmah Ibrahim,These ads ran without a disclaimer,≤100,2,,,,,
1440895676190300,Hiredly,These ads ran without a disclaimer,≤100,2,,,,,
24901355594,Alvis Loo 盧雋澕 Sandakan,These ads ran without a disclaimer,≤100,1,,,,,
872018959554209,Docquity,These ads ran without a disclaimer,≤100,1,,,,,
1995523760777380,Dato' Sri Sabaruddin Ahmad,These ads ran without a disclaimer,≤100,1,,,,,
302591269771184,周世扬 chew SEH yong,These ads ran without a disclaimer,≤100,1,,,,,
102509259287053,Hj Japar Awang,These ads ran without a disclaimer,≤100,1,,,,,
175755689129519,Tech in Asia,These ads ran without a disclaimer,≤100,7,,,,,
113167777201970,emart24,These ads ran without a disclaimer,≤100,1,,,,,
586989088168968,吉隆坡好吃好玩 Food Travel Play KL,These ads ran without a disclaimer,≤100,1,,,,,
105396005720390,Sahabat palestin,These ads ran without a disclaimer,≤100,4,,,,,
113515327496847,砂拉越网页设计,These ads ran without a disclaimer,≤100,1,,,,,
107714748645793,Big Buzz,These ads ran without a disclaimer,≤100,3,,,,,
506583989515660,Anfaal Saari,These ads ran without a disclaimer,≤100,1,,,,,
103316855934209,PUTRA JELI,These ads ran without a disclaimer,≤100,1,,,,,
179531808860625,Claytan,These ads ran without a disclaimer,≤100,6,,,,,
101820065644784,手牵守 l 聪明玩出潜能,These ads ran without a disclaimer,≤100,1,,,,,
111928960949285,Lemang To'ki Kuantan,These ads ran without a disclaimer,≤100,1,,,,,
114421513654385,Technical Centre for Climate Change and Agricultural Development,These ads ran without a disclaimer,≤100,3,,,,,
2547423648603860,Energy Tracker Asia,These ads ran without a disclaimer,≤100,13,,,,,
220832481274508,Premier League,These ads ran without a disclaimer,≤100,2,,,,,
103110072623733,Sofan Feroza,These ads ran without a disclaimer,≤100,1,,,,,
125146120865791,Chris Lee 李俊滽,These ads ran without a disclaimer,≤100,2,,,,,
106411242896429,Oscar Ling 林财耀,These ads ran without a disclaimer,≤100,1,,,,,
844386315584131,Volvo Construction Equipment,These ads ran without a disclaimer,≤100,2,,,,,
110562555184651,Dr Wan Ahmad Kamil,These ads ran without a disclaimer,≤100,1,,,,,
104829215777355,Radhi Razak,These ads ran without a disclaimer,≤100,1,,,,,
106478931501976,Caricarz.com 找车吧,These ads ran without a disclaimer,≤100,1,,,,,
100266788686931,Restoran Kuan Kei Eateries,These ads ran without a disclaimer,≤100,1,,,,,
945403725542630,Ameerah Kota Raja,These ads ran without a disclaimer,≤100,1,,,,,
573063482743124,Cik Bawang Selangor,Mohd Adam Bin Patthi,≤100,1,,,,,
100658655666274,Impormasyon PH,These ads ran without a disclaimer,≤100,1,,,,,
504244336417216,Ameerah Bangi,These ads ran without a disclaimer,≤100,1,,,,,
1374826826104280,Sensibo,These ads ran without a disclaimer,≤100,4,,,,,
100213641483919,Kly 国际潮流潮牌,These ads ran without a disclaimer,≤100,1,,,,,
102303134507801,Ocean Purpose Project,These ads ran without a disclaimer,≤100,1,,,,,
75608370019,United States Institute of Peace,These ads ran without a disclaimer,≤100,22,,,,,
105132452364282,Aura Jelita Collection,These ads ran without a disclaimer,≤100,1,,,,,
109668887852216,全民國家安全教育日,These ads ran without a disclaimer,≤100,1,,,,,
109866318001588,Turn it Around Flashcards for Education Futures,These ads ran without a disclaimer,≤100,1,,,,,
103597027708447,SuperPlanet Games,These ads ran without a disclaimer,≤100,1,,,,,
109574047555184,AE zimmer Sdn Bhd,These ads ran without a disclaimer,≤100,1,,,,,
744314875624368,Dr Elaine's Soil Food Web School,These ads ran without a disclaimer,≤100,1,,,,,
106976804006418,SJKC Siputeh埔地华小,These ads ran without a disclaimer,≤100,1,,,,,
1440623239512660,The King of Liar DAP 火箭大炮仙,These ads ran without a disclaimer,≤100,1,,,,,
475778355919914,Simbaly,These ads ran without a disclaimer,≤100,1,,,,,
242351902481164,The Radical Tea Towel Company,These ads ran without a disclaimer,≤100,2,,,,,
947141812042694,EGYPS - Egypt Petroleum Show,These ads ran without a disclaimer,≤100,5,,,,,
101021492826665,Dr. Mohamed Mustafa,These ads ran without a disclaimer,≤100,1,,,,,
511491672301246,Eastspring Investments Berhad,These ads ran without a disclaimer,≤100,1,,,,,
1478930005708030,TomorroWoman,These ads ran without a disclaimer,≤100,6,,,,,
110842757401179,Immigrant Invest,These ads ran without a disclaimer,≤100,2,,,,,
104753582362628,v_cente_,These ads ran without a disclaimer,≤100,1,,,,,
129800943846676,BN PDM Seksyen 8 Shah Alam,These ads ran without a disclaimer,≤100,1,,,,,
114568207797095,Seri Kembangan Shuyi  数易文化,These ads ran without a disclaimer,≤100,1,,,,,
102403112660827,iscs.fibub,These ads ran without a disclaimer,≤100,2,,,,,
1520153948249800,"Jiangsu, China",These ads ran without a disclaimer,≤100,4,,,,,
116311181765921,World Grain,These ads ran without a disclaimer,≤100,1,,,,,
166640726804943,Multaqa Asatizah & Du'at (MURSHID),These ads ran without a disclaimer,≤100,1,,,,,
107219307740424,Maz Steven 阿水,These ads ran without a disclaimer,≤100,1,,,,,
1740394579510430,Pelayaran Tyre Sdn. Bhd.,These ads ran without a disclaimer,≤100,1,,,,,
107370152075293,Kredit Komuniti MQ-By Sara,These ads ran without a disclaimer,≤100,1,,,,,
100167239460202,Datuk Seri Shamsul Iskandar,These ads ran without a disclaimer,≤100,1,,,,,
440248686011125,IPPF ESEAOR,These ads ran without a disclaimer,≤100,1,,,,,
109468500920861,Eblogerr,These ads ran without a disclaimer,≤100,2,,,,,
107895580778039,Money People,These ads ran without a disclaimer,≤100,2,,,,,
107509258266179,Eco Life Health 银蜂蜜药草酵素,These ads ran without a disclaimer,≤100,1,,,,,
111728508410528,Tekad TokPon,These ads ran without a disclaimer,≤100,2,,,,,
110835283984363,Bersatu CAW PERNU,These ads ran without a disclaimer,≤100,1,,,,,
178027289283004,Lobak Merah,These ads ran without a disclaimer,≤100,1,,,,,
107382207626058,R.Yuneswaran,These ads ran without a disclaimer,≤100,1,,,,,
101450968245869,Thien Moc Huong - Agarwood Jewelry,These ads ran without a disclaimer,≤100,2,,,,,
574303375968632,Pejabat Tenaga Kerja Bakun,These ads ran without a disclaimer,≤100,1,,,,,
127844267330383,Gastech Exhibition & Conference,These ads ran without a disclaimer,≤100,1,,,,,
1785368905093510,PastFactory,These ads ran without a disclaimer,≤100,13,,,,,
103770358555957,Hj. Nazree Yunus,These ads ran without a disclaimer,≤100,1,,,,,
11142310777,DuckDuckGo,These ads ran without a disclaimer,≤100,3,,,,,
108298217208698,Little Duck Kindergarten Bukit Banyan,These ads ran without a disclaimer,≤100,1,,,,,
103733191524431,Liuxininbeijing,These ads ran without a disclaimer,≤100,2,,,,,
102923599299969,Politik Positif,These ads ran without a disclaimer,≤100,1,,,,,
372193912973062,流星占卜世界,These ads ran without a disclaimer,≤100,1,,,,,
310842332357980,Jom Sambung KPTM,These ads ran without a disclaimer,≤100,1,,,,,
550592228409362,Brand Hong Kong,These ads ran without a disclaimer,≤100,1,,,,,
1733041533672660,"Громадське об'єднання ""Українці В'єтнаму""",These ads ran without a disclaimer,≤100,3,,,,,
561676013963021,VW Original Perfumes,These ads ran without a disclaimer,≤100,1,,,,,
100182561801787,Ranau P.U,These ads ran without a disclaimer,≤100,1,,,,,
393304404377707,中華人民共和國外交部駐香港特別行政區特派員公署,These ads ran without a disclaimer,≤100,1,,,,,
105363750882345,Young Activists Summit,These ads ran without a disclaimer,≤100,3,,,,,
29056789480,Project Syndicate,These ads ran without a disclaimer,≤100,3,,,,,
191347651290,China Daily,These ads ran without a disclaimer,≤100,4,,,,,
103494587696861,Life Pattern Korea,These ads ran without a disclaimer,≤100,2,,,,,
112804690195230,Cow Cow Yogurt,These ads ran without a disclaimer,≤100,1,,,,,
101835646077102,asean.youth.forum,These ads ran without a disclaimer,≤100,3,,,,,
184580815637662,BNComm Klang,These ads ran without a disclaimer,≤100,1,,,,,
110260461836728,Boss B,These ads ran without a disclaimer,≤100,1,,,,,
111289317302356,Caricarz.com,These ads ran without a disclaimer,≤100,1,,,,,
105851604642565,AGM Pemborong & Runcit Rempah Ratus,These ads ran without a disclaimer,≤100,1,,,,,
171132542929029,Alfa Laval,These ads ran without a disclaimer,≤100,2,,,,,
782014108614389,Hedrhin Ramli,These ads ran without a disclaimer,≤100,1,,,,,
893966420668679,BEAMSTART,These ads ran without a disclaimer,≤100,2,,,,,
2064451320451150,GHIS,These ads ran without a disclaimer,≤100,3,,,,,
111710465000931,yayasaid_,These ads ran without a disclaimer,≤100,1,,,,,
102109935792410,Amsal-amsal Salomo - Hikmah Tuhan untuk Kehidupan,These ads ran without a disclaimer,≤100,2,,,,,
102465752695532,Orkid Cattleya#Prevent Child Sexual Abuse,These ads ran without a disclaimer,≤100,1,,,,,
21506277966,Acronis,These ads ran without a disclaimer,≤100,1,,,,,
104186555276619,Dato Salleh Saidin,These ads ran without a disclaimer,≤100,2,,,,,
109322471986533,Mersing BN,These ads ran without a disclaimer,≤100,1,,,,,
100252192522965,Mejja Kuning,These ads ran without a disclaimer,≤100,1,,,,,
1193690844094650,Journal des Français à l'étranger,These ads ran without a disclaimer,≤100,2,,,,,
104799555689134,Tan Lee Huat（陈利发）,These ads ran without a disclaimer,≤100,1,,,,,
265345800469382,Hyundai Motor Group,These ads ran without a disclaimer,≤100,5,,,,,
1138983986264570,萁艺轩 Qiyixuan,These ads ran without a disclaimer,≤100,1,,,,,
229584730414018,VenSai Enterprises Inc.,These ads ran without a disclaimer,≤100,1,,,,,
108403275400021,Syaiful Izhan,These ads ran without a disclaimer,≤100,1,,,,,
800660560021071,Hong Kong Free Press HKFP,These ads ran without a disclaimer,≤100,1,,,,,
104778218494439,The Foodie Hub - 鸡丝先生,These ads ran without a disclaimer,≤100,1,,,,,
1453997771525850,Impact Guru,These ads ran without a disclaimer,≤100,2,,,,,
128946014490030,Al-Faqir Ustaz Muhammad Luqman - Original,These ads ran without a disclaimer,≤100,1,,,,,
106256777922958,SEA Today News,These ads ran without a disclaimer,≤100,6,,,,,
100270279333360,Traffic Light KS Seafood Restaurant,These ads ran without a disclaimer,≤100,1,,,,,
107755787741929,Your Girl Yogurt Cafe,These ads ran without a disclaimer,≤100,1,,,,,
106403054199829,잇츠미의원,These ads ran without a disclaimer,≤100,1,,,,,
108628808645750,B Estate,These ads ran without a disclaimer,≤100,1,,,,,
101155202721891,FreedomK,These ads ran without a disclaimer,≤100,1,,,,,
31292782350,Deutschland.de,These ads ran without a disclaimer,≤100,22,,,,,
2572166726130240,Miracles in America with David E. Taylor,These ads ran without a disclaimer,≤100,2,,,,,
247668826187379,Taiwan Insider,These ads ran without a disclaimer,≤100,1,,,,,
312898778847834,TERRAM PACIS,These ads ran without a disclaimer,≤100,1,,,,,
107146582198836,Mister Car Rental,These ads ran without a disclaimer,≤100,1,,,,,
100490961908685,noriakikawana,These ads ran without a disclaimer,≤100,3,,,,,
110578965205492,P145 Hj Haron Hj Jaffar,These ads ran without a disclaimer,≤100,3,,,,,
101969449146680,nxt888,These ads ran without a disclaimer,≤100,2,,,,,
104384327999356,Lazie Indie,These ads ran without a disclaimer,≤100,2,,,,,
110281044899408,Xtinct,These ads ran without a disclaimer,≤100,2,,,,,
102130954858772,Flexi Gym,These ads ran without a disclaimer,≤100,2,,,,,
138756620064262,Fanack.com of the Middle East and North Africa,These ads ran without a disclaimer,≤100,1,,,,,
106381638408618,Annamalai Adiyaar Annadhanam,These ads ran without a disclaimer,≤100,1,,,,,
110125708171279,Tactical Cowboy Training Solutions,These ads ran without a disclaimer,≤100,1,,,,,
842108685901659,Xi's Moments,These ads ran without a disclaimer,≤100,1,,,,,
1761339554151090,Malaya CUBE Clothing,These ads ran without a disclaimer,≤100,1,,,,,
512778775529694,Foreign Policy Community of Indonesia,These ads ran without a disclaimer,≤100,1,,,,,
100417379468020,Agronomy MDPI,These ads ran without a disclaimer,≤100,3,,,,,
341625486024097,BrightVibes,These ads ran without a disclaimer,≤100,1,,,,,
285767811498137,Fanack.com  عربي,These ads ran without a disclaimer,≤100,4,,,,,
232918424011129,Viktor&Rolf Fragrances,These ads ran without a disclaimer,≤100,1,,,,,
1422288514665800,Heriot-Watt University Malaysia,These ads ran without a disclaimer,≤100,1,,,,,
103179452214065,Nerob Pikash,These ads ran without a disclaimer,≤100,1,,,,,
155174084508744,Banque mondiale,These ads ran without a disclaimer,≤100,2,,,,,
230645183771966,EU SWITCH-Asia Programme,These ads ran without a disclaimer,≤100,11,,,,,
317461161971113,PopBox Malaysia,These ads ran without a disclaimer,≤100,1,,,,,
358705388233416,Aliansi Zero Waste Indonesia,These ads ran without a disclaimer,≤100,1,,,,,
685319691639842,禧捞锅 Steamboat Factory,These ads ran without a disclaimer,≤100,1,,,,,
100227286228638,sahabat.pal,These ads ran without a disclaimer,≤100,2,,,,,
105289512392424,sahabatpal.malaysia,These ads ran without a disclaimer,≤100,1,,,,,
111535028099492,New Reality,These ads ran without a disclaimer,≤100,1,,,,,
821430017924241,Sungrow,These ads ran without a disclaimer,≤100,4,,,,,
187000618322282,This Is Why I'm Single,These ads ran without a disclaimer,≤100,7,,,,,
589408861751444,UNEP IETC 国連環境計画 国際環境技術センター,These ads ran without a disclaimer,≤100,1,,,,,
106452411656233,DCFX Indonesia,These ads ran without a disclaimer,≤100,1,,,,,
1559901027613380,TRT World,These ads ran without a disclaimer,≤100,1,,,,,
107747061642932,GoSkin Beauty - Rahsia Kecantikan Para Wanita,These ads ran without a disclaimer,≤100,1,,,,,
1427666570835390,Kobis Bunga Bakery,These ads ran without a disclaimer,≤100,1,,,,,
19549406249,Tata Consultancy Services,These ads ran without a disclaimer,≤100,1,,,,,
670669322954350,"SJAM SMJK Yok Bin Division, Melaka Tengah Area, State of Melaka",These ads ran without a disclaimer,≤100,1,,,,,
106701308351325,"CASE - Clean, Affordable and Secure Energy for Southeast Asia",These ads ran without a disclaimer,≤100,1,,,,,
104152481604873,Caricarz - Dunia Kereta,These ads ran without a disclaimer,≤100,1,,,,,
597611250314416,udn發燒車訊,These ads ran without a disclaimer,≤100,1,,,,,
1256690557709650,Wholesale A4 Copy Papers - Buy Cheap A4 Copy Papers,These ads ran without a disclaimer,≤100,1,,,,,
104099512361482,Funnies Now - Magazine,These ads ran without a disclaimer,≤100,6,,,,,
109256524011547,Friends of Palestine,These ads ran without a disclaimer,≤100,5,,,,,
101973911983081,br_vaany,These ads ran without a disclaimer,≤100,1,,,,,
103849929002234,officialjrgfootballclub,These ads ran without a disclaimer,≤100,1,,,,,
114988893291446,Thumbs Malaysia,These ads ran without a disclaimer,≤100,1,,,,,
105114662271912,Manny Pacquiao Daily,These ads ran without a disclaimer,≤100,1,,,,,
463704000312151,Videonewsharing,These ads ran without a disclaimer,≤100,1,,,,,
526079487415848,XCMG Group,These ads ran without a disclaimer,≤100,3,,,,,
702279983471744,Olympic Council of Asia,These ads ran without a disclaimer,≤100,3,,,,,
103590738209058,Maria Clara,These ads ran without a disclaimer,≤100,1,,,,,
258949817890692,Southeast Asian Network of Civil Society Organisations,These ads ran without a disclaimer,≤100,3,,,,,
148340505237291,Jeming Hassan,These ads ran without a disclaimer,≤100,1,,,,,
104119542473088,Kylin Studio,These ads ran without a disclaimer,≤100,1,,,,,
104700534945837,Mind Family,These ads ran without a disclaimer,≤100,1,,,,,
100697685391654,CGTV LIVE_English,These ads ran without a disclaimer,≤100,2,,,,,
1289843507717320,Youth for Asia,These ads ran without a disclaimer,≤100,1,,,,,
212428362170262,"NGO & Civil Society Center, Asian Development Bank ADB",These ads ran without a disclaimer,≤100,1,,,,,
8505118170,PETRONAS,These ads ran without a disclaimer,≤100,2,,,,,
107681463930964,Galeri Perabot KBS Home Expo,These ads ran without a disclaimer,≤100,1,,,,,
103841508519653,日本留学ネット・Japan Alumni Global Network,These ads ran without a disclaimer,≤100,1,,,,,
187469481292483,IPC Shopping Centre,These ads ran without a disclaimer,≤100,3,,,,,
102471182561264,Sobero,These ads ran without a disclaimer,≤100,1,,,,,
101357795790802,oxfaminasia,These ads ran without a disclaimer,≤100,1,,,,,
102726222020503,IOWA Home Expo - One City Sky park-L1 floor,These ads ran without a disclaimer,≤100,1,,,,,
475724165824248,Roundtable on Sustainable Palm Oil - RSPO,These ads ran without a disclaimer,≤100,2,,,,,
103547051010884,HHTeam Invest,These ads ran without a disclaimer,≤100,2,,,,,
322922251052591,현대자동차그룹 : Hyundai,These ads ran without a disclaimer,≤100,3,,,,,
268403803507940,MHN AUTO Services,These ads ran without a disclaimer,≤100,1,,,,,
110698338268396,KOREAZ_Honorary reporters,These ads ran without a disclaimer,≤100,1,,,,,
111292048976247,SEATCA,These ads ran without a disclaimer,≤100,1,,,,,
